zip,csv,nrow,ncol
Aquaculture_2017.1.1.zip,CL_FI_AREA_GROUPS.csv,29,7
Aquaculture_2017.1.1.zip,CL_FI_COUNTRY_GROUPS.csv,272,19
Aquaculture_2017.1.1.zip,CL_FI_PRODUCTION_SOURCE.csv,5,4
Aquaculture_2017.1.1.zip,CL_FI_SPECIES_GROUPS.csv,12700,17
Aquaculture_2017.1.1.zip,CL_FI_SYMBOL.csv,6,4
Aquaculture_2017.1.1.zip,TS_FI_AQUACULTURE.csv,85473,9
Capture_2017.1.1.zip,CL_FI_UNIT.csv,7,4
Capture_2017.1.1.zip,TS_FI_CAPTURE.csv,902771,7
GlobalProduction_2017.1.1.zip,TS_FI_PRODUCTION.csv,988244,7
